plate_no,owner_name,owner_zip,on_production_date,next_exam_dt,txn_name
AUA-1571,宜蘭縣私立慈心華德福幼兒園,269,202007,20250722,本區新領
BBM-5112,宜蘭縣私立慈怡幼兒園,269,202111,20251116,本區新領
AXQ-3726,宜蘭縣私立慈怡幼兒園,269,202205,20250530,本區新領
AXQ-3951,宜蘭縣私立慈心華德福幼兒園,269,202206,20250609,本區新領
BGJ-1271,宜蘭縣私立大象幼兒園,269,202305,20250519,本區新領
BGJ-2752,宜蘭縣私立慈心華德福幼兒園,269,202306,20250629,本區新領
BWF-3709,宜蘭縣私立慈怡幼兒園,269,202503,20260310,本區新領
WE-013,財團法人天主教靈醫會附設瑪利亞,269,198705,19960904,繳銷
WE-018,財團法人天主教靈醫會附設瑪利亞,269,198901,19990126,繳銷
434-0562,興立托兒所,269,198307,19910914,車輛失竊註銷
IP-5540,私立慈心托兒所,269,198609,19970923,註銷轉報廢
IP-3096,小甜甜托兒所,269,198708,19940910,逕行註銷執行
IP-4447,私立慈心托兒所,269,198909,19970926,繳銷
IU-8247,私立禪明托兒所,269,199310,19961030,繳銷
G5-0456,財團法人天主教靈醫會附設瑪利亞,269,199608,20100905,一般報廢
U5-1941,慈心托兒所,269,199708,20100324,一般報廢
L2-1542,私立慈心托兒所,269,199709,20120926,一般報廢
9T-7650,宜蘭縣私立大象托兒所,269,200307,20131107,一般報廢
ALD-7215,宜蘭縣私立欣欣幼兒園,270,201609,20250326,本區新領
IQ-3252,宜蘭縣私立蘇澳漁會漁民之家附設,270,198408,19930308,一般報廢
BNU-0571,財團法人天主教會台北教區附設宜蘭縣私立博愛幼兒園,270,202111,20251103,外區新領
AXQ-9165,宜蘭縣私立欣欣幼兒園,270,202209,20250923,本區新領
WE-011,幼學托兒所,270,198909,20080605,停駛逾期逕行註銷
IS-6850,私立仁愛幼稚園,270,199103,19980328,一般報廢
IN-4757,幼學托兒所,270,199204,20080507,一般報廢
IN-6930,私立佳音托兒所,270,199203,20020710,一般報廢
IV-1926,私立立國托兒所,270,199401,20070720,一般報廢
IV-9729,私立惠幼托兒所,270,199403,20061109,停駛轉報廢
IA-2057,私立立國托兒所,270,199510,20111030,一般報廢
U2-6508,私立薇閣幼稚園,270,200004,20130118,一般報廢
G5-5447,私立仁愛幼稚園,270,199703,20060314,一般報廢
Q3-9653,私立欣欣托兒所,270,199903,20120930,停駛轉繳銷
387-0649,科學工業園區管理局,300,198507,19920323,註銷轉報廢
JL-2395,私立大千托兒所,300,198501,19940815,繳銷
571-6905,新竹縣私立成功托兒所,300,198200,19910916,繳銷
JO-0701,私立天祿幼稚園,300,198703,19970911,繳銷
JO-0700,私立天祿幼稚園,300,198702,19940913,一般報廢
JO-0702,私立天祿幼稚園,300,198802,19950213,繳銷
JO-0703,私立天祿幼稚園,300,198802,19950813,註銷轉報廢
JO-3289,私立文雅幼稚園,300,198808,19980901,一般報廢
JM-9527,新竹市私立震旦幼稚園,300,198808,19970923,繳銷
JO-3286,私立文雅幼稚園,300,198907,19950817,繳銷
JV-4725,私立壹同幼稚園,300,198907,19970817,逾檢註銷
JO-3290,私立仁愛幼稚園,300,198908,19990302,一般報廢
JQ-7950,私立同信幼稚園,300,199007,20010815,繳銷轉報廢
JQ-7949,私立同信幼稚園,300,199007,20010815,一般報廢
JS-0532,私立親仁托兒所,300,199008,20010310,一般報廢
JS-9705,私立漢聲幼稚園,300,199105,19980525,一般報廢
JT-2427,新竹市私立好德幼稚園,300,199107,20020129,一般報廢
JT-0420,新竹市私立震旦幼稚園,300,199108,19990222,繳銷
JT-2120,私立成功幼稚園,300,199108,20010829,繳銷
JT-2121,私立成功幼稚園,300,199107,20020228,一般報廢
JF-4627,私立喬立幼稚園,300,199203,19980305,繳銷
JF-5423,私立漢聲幼稚園,300,199202,20020318,一般報廢
JG-4996,私立聖家幼稚園,300,199208,19980826,繳銷轉報廢
JG-5426,私立聖蓮幼稚園,300,199208,20010829,一般報廢
JG-6401,私立貞德幼稚園,300,199209,20010908,停駛轉報廢
JG-8087,延平幼稚園,300,199209,19981006,一般報廢
JG-9148,私立愛心幼稚園,300,199210,20061023,吊銷轉報廢
JK-2332,佳佳幼稚園,300,199208,20110615,一般報廢
JK-5151,天仁托兒所,300,199301,20020111,一般報廢
JK-4617,私立漢聲幼稚園,300,199301,20030205,一般報廢
JR-5633,新竹市私立幼福幼稚園,300,199308,20050920,一般報廢
JV-6546,新竹市私立小小天地幼稚園,300,199404,20081118,一般報廢
JV-7041,私立貞德幼稚園,300,199405,20051130,註銷轉報廢
JX-1606,私立新華興托兒所,300,199407,20060818,一般報廢
JX-0908,佳佳幼稚園,300,199405,20110824,繳銷
JX-1142,新竹市私立震旦幼稚園,300,199408,20030909,一般報廢
JX-0610,私立源順幼稚園,300,199408,20070228,一般報廢
JY-2938,新竹市私立培英幼稚園,300,199503,20081008,一般報廢
JY-4086,私立安琪園托兒所,300,199501,20130419,一般報廢
LQ-0647,私立天祿幼稚園,300,199506,20070308,逾檢註銷
LQ-0847,私立天福幼稚園,300,199509,20080913,一般報廢
LQ-1283,新竹市私立小小天地幼稚園,300,199509,20060320,一般報廢
LQ-8176,私立安琪園托兒所,300,199602,20080227,一般報廢
2H-4530,新竹市私立僑登美語短期補習,300,199603,20081010,一般報廢
ML-4336,新竹仁愛兒童之家附設托兒所,300,199606,20100708,一般報廢
ML-6397,私立華興托兒所,300,199606,20080715,繳銷
ML-6509,私立大鳥芝蔴街美語補習班,300,199607,20090808,一般報廢
LO-9216,新竹市私立美加幼兒園,300,199707,20140225,一般報廢
LO-7511,新竹市私立史丹佛幼稚園,300,199708,20130228,一般報廢
3H-1246,正大托兒所,300,199609,20070119,一般報廢
R4-2273,私立漢聲幼稚園,300,199802,20080320,一般報廢
LW-7740,私立文雅幼稚園,300,199806,20120623,一般報廢
W7-5018,上仁幼稚園,300,199904,20091028,一般報廢
W7-6960,私立華德幼稚園,300,199907,20120709,一般報廢
W7-9427,新竹市私立立人托兒所,300,199905,20070313,逾檢註銷
2H-9058,私立天仁幼稚園,300,200005,20120519,一般報廢
Z7-3612,私立光復高級中學附設實驗托兒所,300,199907,20120628,一般報廢
3H-5613,私立光復高級中學附設實驗托兒所,300,200007,20120829,一般報廢
2L-4971,私立同信幼稚園,300,200103,20130330,繳銷
AHA-5523,新竹市私立綠太陽幼兒園,300,201401,20240128,停駛逾期逕行註銷
2575-MX,新竹市私立丹尼爾幼兒園,300,200509,20160330,一般報廢
3393-PJ,新竹市私立華興幼兒園,300,200607,20160828,一般報廢
ABN-1862,新竹市私立史丹佛幼兒園,300,201301,20230221,停駛轉報廢
AJN-7791,新竹市私立貞彥幼兒園,300,201501,20250306,本區新領
AMZ-5700,新竹市私立米羅幼兒園,300,201507,20250318,本區新領
AMZ-6253,新竹市私立研田幼兒園,300,201509,20250330,本區新領
APT-0099,新竹市私立丹尼爾幼兒園,300,201601,20250730,本區新領
ARQ-7318,新竹市私立華興幼兒園,300,201607,20250823,本區新領
AMZ-6112,新竹市私立福曼莎幼兒園,300,201509,20250325,本區新領
AMZ-9523,新竹市私立綠太陽幼兒園,300,201509,20250505,本區新領
APS-0192,新竹市私立漢聲幼兒園,300,201510,20250518,本區新領
APS-0197,新竹市私立漢聲幼兒園,300,201510,20250518,本區新領
APS-7139,新竹市私立史丹佛幼兒園,300,201601,20250719,本區新領
AJN-8918,新竹市私立幼福幼兒園,300,201501,20250226,本區新領
AJN-9673,新竹市私立漢聲幼兒園,300,201503,20250330,本區新領
ATJ-8016,新竹市私立維肯幼兒園,300,201704,20250425,外區新領
APT-9819,新竹市私立嘉德琳關埔幼兒園,300,201604,20250520,本區新領
AUF-3295,新竹市私立紐約幼兒園,300,201704,20250525,本區新領
AUG-0270,新竹市私立夏綠蒂幼兒園,300,201706,20250728,本區新領
AUG-0272,新竹市私立夏綠蒂幼兒園,300,201706,20250728,本區新領
AUG-0271,新竹市私立夏綠蒂幼兒園,300,201706,20250728,本區新領
AUG-8692,新竹市私立意頓幼兒園,300,201710,20250430,本區新領
AYA-7519,新竹市私立弋果幼兒園,300,201804,20250426,本區新領
AXF-8051,康橋學校財團法人新竹市康橋國民中小學附設新竹市私立康橋幼兒園,300,201807,20250727,外區新領
AXF-8052,康橋學校財團法人新竹市康橋國民中小學附設新竹市私立康橋幼兒園,300,201807,20250727,外區新領
AXF-8061,康橋學校財團法人新竹市康橋國民中小學附設新竹市私立康橋幼兒園,300,201807,20250727,外區新領
AXF-8063,康橋學校財團法人新竹市康橋國民中小學附設新竹市私立康橋幼兒園,300,201807,20250727,外區新領
AXF-8065,康橋學校財團法人新竹市康橋國民中小學附設新竹市私立康橋幼兒園,300,201807,20250727,外區新領
AXF-8062,康橋學校財團法人新竹市康橋國民中小學附設新竹市私立康橋幼兒園,300,201807,20250727,外區新領
AYE-6583,新竹市私立聖奇幼兒園,300,201807,20250727,本區新領
AYE-7061,新竹市私立聖保羅幼兒園,300,201807,20250731,本區新領
AYE-8937,新竹市私立夏綠蒂幼兒園,300,201808,20250827,本區新領
BAT-1729,新竹市私立艾丁堡幼兒園,300,201809,20250328,本區新領
BAT-2738,新竹市私立漢聲幼兒園,300,201809,20250417,本區新領
571-4160,聖家幼稚園,300,198409,19920929,繳銷
567-5777,任明義,300,198008,19880808,繳銷
JN-7483,私立中興拖兒所,300,198001,19940129,一般報廢
567-3049,私立貞德幼稚園,300,198507,19930222,繳銷
JI-7881,私立中興托兒所,300,198205,19951128,一般報廢
571-8963,中華托兒所,300,198410,19921011,一般報廢
572-8235,私立上華幼稚園,300,198307,19921217,繳銷
JI-1306,伯玉幼稚園－禁止補換照檢８２－,300,198508,19930509,一般報廢
572-9507,震旦幼稚園,300,198410,19881011,繳銷
581-6147,善導幼稚園,300,198608,19930228,繳銷
JL-6422,新華興托兒所,300,198611,19931113,繳銷
JL-2383,私立壹同幼稚園,300,198701,19980811,逾檢註銷
JO-9150,私立成功幼稚園,300,198703,19960927,繳銷
JY-1225,私立潔琳幼稚園,300,198706,19960713,牌回未辦
585-8066,私立達成文理短期埔習班,300,198709,19931003,拒不過戶註銷
JN-2162,私立新華興托兒所,300,198808,19990830,一般報廢
JN-6407,仁愛兒童之家附設托兒所,300,198902,19960909,繳銷
JN-5572,佳佳幼稚園,300,198902,19990314,繳銷
JT-2861,私立天仁托兒所,300,199006,20000716,繳銷
BAK-5369,新竹市私立成功幼兒園,300,201901,20250718,本區新領
BBY-3586,新竹市私立嘉德琳幼兒園,300,201905,20250530,本區新領
BCE-1397,新竹市私立米羅關埔幼兒園,300,201905,20250611,本區新領
BFX-8256,新竹市私立維肯幼兒園,300,202006,20250630,外區新領
BGT-3197,新竹市私立喬太幼兒園,300,202011,20251113,本區新領
BGT-7093,新竹市私立陽光森林幼兒園,300,202012,20251210,本區新領
BLM-7512,新竹市私立菲曼伲智兒館藝術幼兒園,300,202103,20250325,本區新領
BLN-5853,新竹市私立漢聲幼兒園,300,202107,20250713,本區新領
BLN-8058,新竹市私立佳佳大自然糼兒園,300,202107,20250714,本區新領
BLP-5530,新竹市私立史丹佛竹科幼兒園,300,202111,20251111,本區新領
BLQ-5932,新竹市私立光復高級中學附設實驗幼兒園,300,202203,20260315,本區新領
BLQ-5933,新竹市私立光復高級中學附設實驗幼兒園,300,202203,20260315,本區新領
BLQ-6371,新竹市私立華德幼兒園,300,202203,20250321,本區新領
BLR-0977,新竹市私立新華興幼兒園,300,202204,20250425,本區新領
BLR-1138,新竹市私立塏欣幼兒園,300,202204,20250428,本區新領
BGX-5913,新竹市私立諾貝兒幼兒園,300,202204,20250428,外站新領
BLQ-9637,新竹市私立但以理幼兒園,300,202204,20250428,本區新領
BLR-2730,新竹市私立晨光幼兒園,300,202206,20250613,本區新領
BLR-6875,新竹市私立文華幼兒園,300,202207,20250725,本區新領
BLR-8573,新竹市私立晨光幼兒園,300,202208,20250822,本區新領
BPQ-1758,新竹市私立艾丁堡國際幼兒園,300,202208,20250826,外區新領
BPQ-1056,新竹市私立果果幼兒園,300,202207,20250830,本區新領
BLR-9238,新竹市私立親仁科園幼兒園,300,202208,20250830,本區新領
BPQ-0933,新竹市私立新莊幼兒園,300,202209,20250920,本區新領
BPQ-6160,新竹市私立喬治叔叔幼兒園,300,202211,20251115,本區新領
BPQ-7059,新竹市私立史丹佛竹科幼兒園,300,202211,20251124,本區新領
BPQ-7060,新竹市私立史丹佛幼兒園,300,202211,20251124,本區新領
BPQ-7167,新竹市私立華德幼兒園,300,202211,20251128,本區新領
BQW-7912,康橋學校財團法人新竹市康橋國民中小學附設新竹市私立康橋幼兒園,300,202301,20260112,外區新領
BQW-7913,康橋學校財團法人新竹市康橋國民中小學附設新竹市私立康橋幼兒園,300,202301,20260112,外區新領
BRC-0385,新竹市私立鴻光幼兒園,300,202303,20250412,本區新領
BRC-1635,新竹市私立天仁幼兒園,300,202304,20250424,本區新領
BUQ-3186,新竹市私立佳佳大自然糼兒園,300,202307,20250731,本區新領
BUQ-1867,新竹市私立紐約幼兒園,300,202307,20250731,本區新領
BTP-9526,新竹市私立維肯幼兒園,300,202307,20250810,外區新領
BUQ-1792,新竹市私立檸檬樹幼兒園,300,202308,20250811,本區新領
BTT-6223,康橋學校財團法人新竹市康橋國民中小學附設新竹市私立康橋幼兒園,300,202308,20250814,外區新領
BTT-6230,康橋學校財團法人新竹市康橋國民中小學附設新竹市私立康橋幼兒園,300,202308,20250814,外區新領
BUQ-5218,新竹市私立延平幼兒園,300,202308,20250815,本區新領
BUQ-5061,新竹市私立史丹佛幼兒園,300,202309,20250925,本區新領
BUQ-5062,新竹市私立史丹佛竹科幼兒園,300,202309,20250925,本區新領
BUQ-7307,新竹市私立閑谷幼兒園,300,202310,20251025,本區新領
BUP-0398,新竹市私立普利斯堡幼兒園,300,202312,20251208,外站新領
BUP-0399,新竹市私立普利斯堡幼兒園,300,202312,20251208,外站新領
BUR-7103,新竹市私立塏欣幼兒園,300,202401,20260115,本區新領
BUR-6963,新竹市私立快樂地幼兒園,300,202401,20260118,本區新領
BUR-6515,新竹市私立綠太陽幼兒園,300,202401,20260129,本區新領
BUR-8296,新竹市私立加米幼兒園,300,202401,20260130,本區新領
BUS-2321,新竹市私立童欣幼兒園,300,202404,20250415,本區新領
BWC-0353,新竹市私立何嘉仁東園幼兒園,300,202405,20250521,外區新領
BXY-0270,新竹市私立菲曼伲藝術幼兒園,300,202406,20250627,外站新領
BUS-9610,財團法人台灣省天主教會新竹教區附設新竹市私立德蘭幼兒園,300,202406,20250708,本區新領
BWG-1502,新竹市私立晨光幼兒園,300,202407,20250726,本區新領
BXF-6590,康橋學校財團法人新竹市康橋國民中小學附設新竹市私立康橋幼兒園,300,202408,20250903,外區新領
BXP-0275,新竹市私立漢聲幼兒園,300,202411,20251125,本區新領
415-2202,財團法人天主教會瑪利亞仁慈傳教,302,198502,19920915,繳銷
JI-2331,私立小甜甜幼稚園,302,198307,19930226,繳銷
572-4443,源興幼稚園,302,198100,19880819,繳銷
573-6992,寶寶園,302,198000,19890227,逾檢逕行註銷
JO-9989,私立露德幼稚園,302,198907,19990727,繳銷
JP-4949,私立大義幼稚園,302,199001,19970117,逾檢逕行註銷
JX-6361,潔人幼稚園,302,199002,20000301,一般報廢
JG-3767,私立聖堡登托兒所,302,199207,20050117,一般報廢
JG-6689,私立育苗幼稚園,302,199207,20040811,一般報廢
JK-9836,私立小甜甜幼稚園,302,199302,20060316,繳銷
JY-4878,新竹縣私立潔人幼稚園,302,199505,20050531,一般報廢
JY-8270,源興幼稚園,302,199506,20070124,逾檢註銷
JY-8272,源興幼稚園,302,199506,20060724,一般報廢
JZ-4259,私立崇益幼稚園,302,199506,20070819,一般報廢
LQ-0605,私立崇益幼稚園,302,199509,20070307,繳銷
1038-HJ,新竹縣私立源興幼稚園,302,199603,20070528,繳銷轉報廢
JZ-9793,私立大義幼稚園,302,199606,20060730,註銷轉報廢
H3-5912,私立名喬音樂短期補習班,302,199701,20120728,一般報廢
9416-FT,竹科蔓幼稚園,302,199802,20111027,一般報廢
W7-4538,新竹縣私立育平幼稚園,302,199901,20060615,繳銷
W3-2248,私立時代美語會話補習班,302,199906,20070228,逾檢註銷
4758-MX,新竹縣私立興立人托兒所,302,200511,20101130,逾檢註銷
5466-MX,新竹縣私立美森堡幼兒園,302,200511,20151213,一般報廢
6021-MX,新竹縣私立興立人托兒所,302,200512,20101215,逾檢註銷
